report,justification_de_url,justification_en_url,TA
Eszopiclon (Schlafstörungen),https://www.g-ba.de/downloads/40-268-7503/2021-05-06_AM-RL-IX-XII_Benzodiazepin-verwandte-Mittel-G1S2_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7503/2021-05-06_AM-RL-XII_Benzodiazepin-verwandte-Mittel_TrG_EN.pdf,Krankheiten des Nervensystems
Etelcalcetid (Sekundärer Hyperparathyreoidismus),https://www.g-ba.de/downloads/40-268-4657/2017-11-17_AM-RL-XII_Etelcalcetid_D-287_TrG.pdf,,Stoffwechselkrankheiten
"Evolocumab (Erneute Nutzenbewertung § 14: primäre Hypercholesterinämie, gemischte Dyslipidämie)",https://www.g-ba.de/downloads/40-268-5211/2018-09-06_AM-RL-XII_Evolocumab_D-345_TrG.pdf,,Stoffwechselkrankheiten
"Evolocumab (Neues Anwendungsgebiet: primäre Hypercholesterinämie, ≥ 10 bis < 18 Jahre)",,,Stoffwechselkrankheiten
"Evolocumab (Primäre Hypercholesterinämie, gemischte Dyslipidämie)",https://www.g-ba.de/downloads/40-268-4746/2017-12-21_AM-RL-XII_Evolocumab-erneute-NB_TrG.pdf,,Stoffwechselkrankheiten
Extrakt aus Cannabis Sativa,https://www.g-ba.de/downloads/40-268-4245/2017-03-16_AM-RL-XII_Cannabis-Sativa_D-010_TrG.pdf,,Krankheiten des Nervensystems
Extrakt aus Cannabis Sativa (Neubewertung nach Fristablauf: Spastik bei Multiple Sklerose),https://www.g-ba.de/downloads/40-268-5386/2018-11-01_AM-RL-XII_Extrakt-Cannabis-sativa_D-358_TrG.pdf,,Krankheiten des Nervensystems
Fampridin (Multiple Sklerose),https://www.g-ba.de/downloads/40-268-2009/2012-08-02_AM-RL-XII_Fampridin_TrG.pdf,,Krankheiten des Nervensystems
Fedratinib (Myelofibrose),https://www.g-ba.de/downloads/40-268-7820/2021-09-02_AM-RL-XII_Fedratinib_D-650_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7820/2021-09-02_AM-RL-XII_Fedratinib_D-650_TrG_EN.pdf,onkologische Erkrankungen
"Fenfluramin (Dravet-Syndrom, ≥ 2 Jahre)",https://www.g-ba.de/downloads/40-268-7675/2021-07-15_AM-RL-XII_Fenfluramin_D-642_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7675/2021-07-15_AM-RL-XII_Fenfluramin_D-642_TrG_EN.pdf,Krankheiten des Nervensystems
Fidaxomicin (Clostridium-difficile-Infektionen),https://www.g-ba.de/downloads/40-268-2394/2013-07-04_AM-RL-XII_Fidaxomicin_TrG.pdf,,Infektionskrankheiten
"Fidaxomicin (Neues Anwendungsgebiet: Clostridioides-difficile-Infektion, Kinder und Jugendliche)",https://www.g-ba.de/downloads/40-268-6827/2020-09-03_AM-RL-XII_Fidaxomicin_D-519_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6827/2020-09-03_AM-RL-XII_Fidaxomicin_D-519_TrG_EN.pdf,Infektionskrankheiten
Filgotinib (Neues Anwendungsgebiet: Colitis Ulcerosa),https://www.g-ba.de/downloads/40-268-8514/2022-05-19_AM-RL-XII_Filgotinib_D-743_TrG.pdf,,Krankheiten des Verdauungssystems
Filgotinib (Rheumatoide Arthritis),https://www.g-ba.de/downloads/40-268-7451/2021-04-15_AM-RL-XII_Filgotinib_D-590_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7451/2021-04-15_AM-RL-XII_Filgotinib_D-590_TrG_EN.pdf,Krankheiten des Muskel-Skelett-Systems
Fingolimod,https://www.g-ba.de/downloads/40-268-1956/2012-06-21_AM-RL-XII_Fingolimod_TrG.pdf,,Krankheiten des Nervensystems
Fingolimod (Neubewertung nach Fristablauf: rasch fortschreitende schubförmig remittierende Multiple Sklerose),https://www.g-ba.de/downloads/40-268-3380/2015-10-01_AM-RL-XII_2015-04-01-D-157_Fingolimod-Abl-Befr_TrG.pdf,,Krankheiten des Nervensystems
"Fingolimod (neues Anwendungsgebiet: Multiple Sklerose, nach vorheriger Therapie)",https://www.g-ba.de/downloads/40-268-3048/2014-12-18_AM-RL-XII_Fingolimod_nAWG_2014-07-01-D-116_TrG.pdf,,Krankheiten des Nervensystems
"Fingolimod (neues Anwendungsgebiet: Multiple Sklerose, ≥ 10 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-5789/2019-06-20_AM-RL-XII_Fingolimod_D-412_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5789/2019-06-20_AM-RL-XII_Fingolimod_D-412_TrG_EN.pdf,Krankheiten des Nervensystems
"Fingolimod (neues Anwendungsgebiet: hochaktive schubförmig remittierende Multiple Sklerose, nach unzureichender Vorbehandlung)",https://www.g-ba.de/downloads/40-268-3789/2016-05-19_AM-RL-XII_Fingolimod_nAWG_D-198_TrG.pdf,,Krankheiten des Nervensystems
Fluticasonfuroat/Umeclidinium/Vilanterol (COPD),https://www.g-ba.de/downloads/40-268-5186/2018-08-16_AM-RL-XII_Fluticasonfuroat-Umeclidinium-Vilanterol_D-347_TrG.pdf,,Krankheiten des Atmungssystems
"Fluticasonfuroat/Umeclidinium/Vilanterol (neues Anwendungsgebiet COPD, keine ausreichende Kontrolle mit LAMA und LABA)",https://www.g-ba.de/downloads/40-268-6014/2019-09-19_AM-RL-XII_Flutasonfuroat-Umeclidinium-Vilanterol-Aenderung-Patientenzahlen_D-413_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6014/2019-09-19_AM-RL-XII_Fluticasonfuroate-Umeclidinium-Vilanterol_D-413_TrG_EN.pdf,Krankheiten des Atmungssystems
"Fluticasonfuroat/Vilanterol-Trifenatat (Asthma bronchiale, COPD)",https://www.g-ba.de/downloads/40-268-4787/2018-01-18_AM-RL-XII_Fluticason-Vilanterol_erneute-NB_TrG.pdf,,Krankheiten des Atmungssystems
Fluticasonfuroat/Vilanterol-Trifenatat (Erneute Nutzenbewertung § 14: Asthma bronchiale),https://www.g-ba.de/downloads/40-268-5166/2018-08-02_AM-RL-XII_Fluticasonfuroat_Vilanterol_D-344_TrG.pdf,,Krankheiten des Atmungssystems
Fostamatinib (Chronische Immunthrombozytopenie),https://www.g-ba.de/downloads/40-268-7150/2020-12-17_AM-RL-XII_Fostamatinib_D-556_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7150/2020-12-17_AM-RL-XII_Fostamatinib_D-556_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Fostemsavir (Multiresistente HIV-Infektion),https://www.g-ba.de/downloads/40-268-7850/2021-09-16_AM-RL-XII_Fostemsavir_D-660_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7850/2021-09-16_AM-RL-XII_Fostemsavir_D-660_TrG_EN.pdf,Infektionskrankheiten
Fremanezumab (Migräne-Prophylaxe),https://www.g-ba.de/downloads/40-268-6093/2019-11-07_AM-RL-XII_Fremanezumab_D-460_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6093/2019-11-07_AM-RL-XII_Fremanezumab_D-460_TrG_EN.pdf,Krankheiten des Nervensystems
Galcanezumab (Migräne-Prophylaxe),https://www.g-ba.de/downloads/40-268-6010/2019-09-19_AM-RL-XII_Galcanezumab_D-445_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6010/2019-09-19_AM-RL-XII_Galcanezumab_D-445_TrG_EN.pdf,Krankheiten des Nervensystems
Gaxilose,https://www.g-ba.de/downloads/40-268-3576/2016-02-04_AM-RL-XII_Gaxilose_2015-08-15-D-185_TrG.pdf,,Stoffwechselkrankheiten
Gemtuzumab Ozogamicin (Akute myeloische Leukämie),https://www.g-ba.de/downloads/40-268-5585/2019-02-21_AM-RL-XII_Gemtuzumab-Ozogamicin_D-380_TrG.pdf,,onkologische Erkrankungen
"Gilteritinib (Akute myeloische Leukämie, FLT3-Mutation)",https://www.g-ba.de/downloads/40-268-6563/2020-05-14_AM-RL-XII_Gilteritinib_D-503_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6563/2020-05-14_AM-RL-XII_Gilteritinib_D-503_TrG_EN.pdf,onkologische Erkrankungen
"Givosiran (Akute hepatische Porphyrie, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-6937/2020-10-15_AM-RL-XII_Givosiran_D-536_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6937/2020-10-15_AM-RL-XII_Givosiran_D-536_TrG_EN.pdf,Stoffwechselkrankheiten
"Glasdegib (Akute myeloische Leukämie (AML), Kombination mit Cytarabin (LDAC))",https://www.g-ba.de/downloads/40-268-7314/2021-02-18_AM-RL-XII_Glasdegib_D-565_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7314/2021-12-18_AM-RL-XII_Glasdegib_D-565_TrG_EN.pdf,onkologische Erkrankungen
Glecaprevir/Pibrentasvir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-4900/2018-03-20_AM-RL-XII_Glecaprevir-Pibrentasvir_D-301_TrG.pdf,,Infektionskrankheiten
"Glecaprevir/Pibrentasvir (Neues Anwendungebiet: Chronische Hepatitis C, 3 bis < 12 Jahren)",https://www.g-ba.de/downloads/40-268-8112/2021-12-16_AM-RL-XII_Glecaprevir-Pibrentasvir_D-697_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8112/2021-12-16_AM-RL-XII_Glecaprevir-Pibrentasvir_D-697_TrG_EN.pdf,Infektionskrankheiten
"Glecaprevir/Pibrentasvir (neues Anwendungsgebiet: Chronische Hepatitis C, 12 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-6055/2019-10-17_AM-RL-XII_Glecaprevir-Pibrentasvir_D-441_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6055/2019-10-17_AM-RL-XII_Glecaprevir_Pibrentasvir_D-441_TrG_EN.pdf,Infektionskrankheiten
Glucarpidase (Verringerung toxischer MTX-Plasmakonzentrationen; Kinder ≥ 28 Tage und Erwachsene),,,Sonstiges
"Glycerolphenylbutyrat (Störungen des Harnstoffzyklus, ≥ 2 Monate)",https://www.g-ba.de/downloads/40-268-5285/2018-09-25_AM-RL-XII_Glycerolphenylbutyrat_Therapiekosten_D-303_TrG.pdf,,Stoffwechselkrankheiten
"Glycerolphenylbutyrat (neues Anwendungsgebiet: Störungen des Harnstoffzyklus, 0 bis < 2 Monate)",https://www.g-ba.de/downloads/40-268-5854/2019-07-04_AM-RL-XII_Glycerolphenylbutyrat_D-435_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5854/2019-07-04_AM-RL-XII_Glycerolphenylbutyrat-nAWG_D-435_TrG_EN.pdf,Stoffwechselkrankheiten
Glycopyrroniumbromid (Sialorrhö),https://www.g-ba.de/downloads/40-268-5238/2018-09-20_AM-RL-XII_Glycopyrroniumbromid_D-352_TrG.pdf,,Sonstiges
Guselkumab (Neues Anwendungsgebiet: Psoriasis-Arthritis),https://www.g-ba.de/downloads/40-268-7553/2021-05-20_AM-RL-XII_Guselkumab_D-625_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7553/2021-05-20_AM-RL-XII_Guselkumab_D-625_TrG_EN.pdf,Hauterkrankungen
Guselkumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-5151/2018-07-24_AM-RL-XII_Guselkumab-Therapiekosten_D-330_TrG.pdf,,Hauterkrankungen
"Hydrocortison (Nebennierenrindeninsuffizienz, < 18 Jahre)",https://www.g-ba.de/downloads/40-268-5380/2018-11-01_AM-RL-XII_Hydrocortison_D-359_TrG.pdf,,Stoffwechselkrankheiten
Ibalizumab (Multiresistente HIV-Infektion),https://www.g-ba.de/downloads/40-268-7325/2021-02-18_AM-RL-XII_Ibalizumab_D-580_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7325/2021-02-18_AM-RL-XII_Ibalizumab_D-580_TrG_EN.pdf,Infektionskrankheiten
Ibrutinib,https://www.g-ba.de/downloads/40-268-3187/2015-04-16_AM-RL-XII_Ibrutinib_2014-11-01-D-141_TrG.pdf,,onkologische Erkrankungen
"Ibrutinib (neues Anwendungsgebiet: Chronische lymphatische Leukämie, Erstlinie)",https://www.g-ba.de/downloads/40-268-4102/2016-12-15_AM-RL-XII_Ibrutinib_nAWG_D-249_TrG.pdf,,onkologische Erkrankungen
"Ibrutinib (neues Anwendungsgebiet: Chronische lymphatische Leukämie, Erstlinie, Kombination mit Obinutuzumab)",https://www.g-ba.de/downloads/40-268-6362/2020-02-20_AM-RL-XII_Ibrutinib_D-488_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6362/2020-02-20_AM-RL-XII_Ibrutinib_D-488_TrG_EN.pdf,onkologische Erkrankungen
"Ibrutinib (neues Anwendungsgebiet: Chronische lymphatische Leukämie, mind. 1 Vortherapie, Kombination mit Bendamustin und Rituximab)",https://www.g-ba.de/downloads/40-268-4246/2017-03-16_AM-RL-XII_Ibrutinib_nAWG-Laeukemie-D-262_TrG.pdf,,onkologische Erkrankungen
Ibrutinib (neues Anwendungsgebiet: Morbus Waldenström),https://www.g-ba.de/downloads/40-268-3396/2015-10-15_AM-RL-XII_Einstellung-Ibrutinib_2015-08-01-D-178_TrG.pdf,,onkologische Erkrankungen
"Ibrutinib (neues Anwendungsgebiet: Morbus Waldenström, Kombination mit Rituximab)",https://www.g-ba.de/downloads/40-268-6364/2020-02-20_AM-RL-XII_Ibrutinib_D-489_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6364/2020-02-20_AM-RL-XII_Ibrutinib_D-489_TrG_EN.pdf,onkologische Erkrankungen
"Ibrutinib (neues Anwendungsgebiet: chronische lymphatische Leukämie, Erstlinie, Kombination mit Rituximab)",https://www.g-ba.de/downloads/40-268-7422/2021-04-01_AM-RL-XII_Ibrutinib_D-598_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7422/2021-04-01_AM-RL-XII_Ibrutinib_D-598_TrG_EN.pdf,onkologische Erkrankungen
"Ibrutinib (Überschreitung 50 Mio € Grenze: Mantelzell-Lymphom, Chronische lymphatische Leukämie, Morbus Waldenström)",https://www.g-ba.de/downloads/40-268-3892/2016-07-21_AM-RL-XII_Ibrutinib_D-212_TrG.pdf,,onkologische Erkrankungen
"Icosapent-Ethyl (Dyslipidämie, vorbehandelte Patienten)",https://www.g-ba.de/downloads/40-268-8496/2022-05-05_AM-RL-XII_Icosapent-Ethyl_D-726_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8269/2022-02-17_AM-RL-XII_Icosapent-Ethyl_D-726_TrG_EN.pdf,Stoffwechselkrankheiten
Idebenon (Lebersche hereditäre Optikusneuropathie),https://www.g-ba.de/downloads/40-268-6141/2019-11-22_AM-RL-XII_Idebenon_D-191_TrG.pdf,https://www.g-ba.de/downloads/40-1465-3663/2016-03-17_AM-RL-XII_Idebenon_D-191_TrG_EN.pdf,Augenerkrankungen
Idebenon (Neubewertung nach Fristablauf: Lebersche hereditärer Optikusneuropathie),,,Augenerkrankungen
"Idecabtagen vicleucel (Multiples Myelom, mind. 3 Vortherapien)",,,onkologische Erkrankungen
"Idelalisib (Chronische lymphatische Leukämie, Follikuläres Lymphom)",https://www.g-ba.de/downloads/40-268-3724/2016-04-21_AM-RL-XII_Idelalisib_2014-10-01-D-135_TrG.pdf,,onkologische Erkrankungen
Idelalisib (Neubewertung nach Fristablauf: Chronische lymphatische Leukämie),https://www.g-ba.de/downloads/40-268-3973/2016-09-15_AM-RL-XII_Idelalisib_D-222_TrG.pdf,,onkologische Erkrankungen
"Idelalisib (neues Anwendungsgebiet: Chronische lymphatische Leukämie, Kombination mit Ofatumumab;  neues Anwendungsgebiet: Chronische lymphatische Leukämie, Erstlinie, 17p-Deletion/TP53-Mutation, Kombination mit Rituximab)",https://www.g-ba.de/downloads/40-268-4248/2017-03-16_AM-RL-XII_Idelalisib_nAWG_Erstlinientherapie-Rituximab_D-256_TrG.pdf,,onkologische Erkrankungen
"Imipenem/ Cilastatin/ Relebactam (Bakterielle Infektionen, mehrere Anwendungsgebiete)",,,Infektionskrankheiten
Imipenem/Cilastatin/Relebactam,https://www.g-ba.de/downloads/40-268-8185/2022-01-20_AM-RL_Imipenem-Cilastatin-Relebactam_R-004_TrG.pdf,,Infektionskrankheiten
Imlifidase (Desensibilisierung bei Nierentransplantation),https://www.g-ba.de/downloads/40-268-7819/2021-09-02_AM-RL-XII_Imlifidase_D-647_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7819/2021-09-02_AM-RL-XII_Imlifidase_D-647_TrG_EN.pdf,Sonstiges
Inclisiran (primäre Hypercholesterinämie oder gemischte Dyslipidämie),https://www.g-ba.de/downloads/40-268-7674/2021-07-15_AM-RL-XII_Inclisiran_D-640_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7674/2021-07-15_AM-RL-XII_Inclisiran_D-640_TrG_EN.pdf,Stoffwechselkrankheiten
Indacaterol plus Mometason,https://www.g-ba.de/downloads/40-268-6832/2020-09-03_AM-RL-IX-XII_Kombinationen-Glucocorticoide_G1S3_TrG.pdf,,Krankheiten des Atmungssystems
Indacaterol/Glycopyrronium (COPD),https://www.g-ba.de/downloads/40-268-2791/2014-05-08_AM-RL-XII_Indacaterol-Glycopyrronium_2013-11-15-D-081_TrG.pdf,,Krankheiten des Atmungssystems
Indacaterolacetat/Glycopyrroniumbromid/Mometasonfuroat (Asthma bronchiale),https://www.g-ba.de/downloads/40-268-7285/2021-02-04_AM-RL-XII_Indacaterol-Glycopyrronium-Mometason_D-571_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7285/2021-02-04_AM-RL-XII_Indacaterol-Glycopyrronium-Mometason_D-571_TrG_EN.pdf,Krankheiten des Atmungssystems
Indigocarmin,https://www.g-ba.de/downloads/40-268-7033/2020-06-18_AM-RL_Freistellung_2019-F-004w_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7033/2020-06-18_AM-Rl-XII_2019-F-004w_Freistellung_TrG_EN.pdf,Krankheiten des Urogenitalsystems
Ingenolmebutat,https://www.g-ba.de/downloads/40-268-2395/2013-07-04_AM-RL-XII_Ingenolmebutat_TrG.pdf,,Hauterkrankungen
Ingenolmebutat [aufgehoben] (Erneute Nutzenbewertung § 14: Aktinische Keratose),https://www.g-ba.de/downloads/40-268-6790/2020-08-20_AM-RL-XII_Ingenolmebutat_D-378_Aufhebung-Beschluss-21-02-2019_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6790/2020-08-20_AM-RL-XII_Ingenol-Mebutate_D-378_TrG_EN.pdf,Hauterkrankungen
Inotersen (Amyloidose),https://www.g-ba.de/downloads/40-268-5646/2019-03-22_AM-RL-XII_Inotersen_D-381_TrG.pdf,,Stoffwechselkrankheiten
Inotuzumab Ozogamicin (Akute lymphatische B-Zell-Leukämie),https://www.g-ba.de/downloads/40-268-4763/2018-01-18_AM-RL-XII_Inotuzumab-Ozogamicin_D-297_TrG.pdf,,onkologische Erkrankungen
Insulin degludec (Diabetes mellitus Typ 1 und Typ 2),https://www.g-ba.de/downloads/40-268-4807/2018-02-15_AM-RL-XII_Insulin%20degludec_erneute-Nutzenbewertung_TrG.pdf,,Stoffwechselkrankheiten
Insulin degludec (Erneute Nutzenbewertung § 13: Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-5855/2019-07-04_AM-RL-XII_Insulin-degludec_D-405_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5746/2019-05-16_AM-RL-XII_Insulin-degludec_D-405_TrG_EN.pdf,Stoffwechselkrankheiten
"Insulin degludec (neues Anwendungsgebiet: Diabetes mellitus Typ 1 und 2, ≥ 1 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-3319/2015-08-20_AM-RL-XII_Insulin-degludec_nAWG-2015-03-01-D-158_TrG.pdf,,Stoffwechselkrankheiten
"Insulin degludec (neues Anwendungsgebiet: Diabetes mellitus Typ 2, Kombination mit GLP-1-Agonisten)",https://www.g-ba.de/downloads/40-268-4807/2018-02-15_AM-RL-XII_Insulin%20degludec_erneute-Nutzenbewertung_TrG.pdf,,Stoffwechselkrankheiten
Insulin degludec/Liraglutid (Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-3399/2015-10-15_AM-RL-XII_Insulin-degludec_Liraglutid_2015-05-15-D-165_TrG.pdf,,Stoffwechselkrankheiten
"Insulin degludec/Liraglutid (neues Anwendungsgebiet: Diabetes mellitus Typ 2, Kombination mit oralen Antidiabetika)",https://www.g-ba.de/downloads/40-268-3579/2016-02-04_AM-RL-XII_Insulin-degludec-Liraglutid_2015-08-15-D-179_TrG.pdf,,Stoffwechselkrankheiten
Insulin glargin/Lixisenatid (Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-5859/2019-07-04_AM-RL-XII_Insulin%20glargin-Lixisenatid_D-346_TrG.pdf,,Stoffwechselkrankheiten
"Insulin glargin/Lixisenatid (Neues Anwendungsgebiet: Diabetes Mellitus Typ 2, Kombination mit Metformin und mit SGLT-2-Inhibitoren)",https://www.g-ba.de/downloads/40-268-6932/2020-10-15_AM-RL-XII_Insulin-glargin-Lixisenatid_D-539_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6932/2020-10-15_AM-RL-XII_Insulin-glargin-Lixisenatid_D-539_TrG_EN.pdf,Stoffwechselkrankheiten
"Ipilimumab (Melanom, Zweitlinie)",https://www.g-ba.de/downloads/40-268-3704/2016-04-07_AM-RL-XII_Ipilimumab_2011-08-01-D-014-Aufh-Befrist_TrG.pdf,,onkologische Erkrankungen
"Ipilimumab (Neues Anwendungsgebiet: Nicht-kleinzelliges Lungenkarzinom, Erstlinie, Kombination mit Nivolumab und platinbasierter Chemotherapie)",https://www.g-ba.de/downloads/40-268-7731/2021-07-27_AM-RL-XII_Ipilimumab_D-629_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7571/2021-06-03_AM-RL-XII_Ipilimumab_D-629_TrG_EN.pdf,onkologische Erkrankungen
"Ipilimumab (neues Anwendungsgebiet: Melanom, Erstlinie)",https://www.g-ba.de/downloads/40-268-3705/2016-04-07_AM-RL-XII_Ipilimumab-nAWG_2013-12-15-D-090-Aufh-Befrist_TrG.pdf,,onkologische Erkrankungen
"Ipilimumab (neues Anwendungsgebiet: Melanom, Kombination mit Nivolumab)",https://www.g-ba.de/downloads/40-268-5502/2018-12-20_AM-RL-XII_Ipilimumab_D-372_TrG.pdf,,onkologische Erkrankungen
"Ipilimumab (neues Anwendungsgebiet: Melanom, ≥ 12  bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-5162/2018-08-02_AM-RL-XII_Ipilimumab_D-350-TrG.pdf,,onkologische Erkrankungen
"Ipilimumab (neues Anwendungsgebiet: Nierenzellkarzinom, Erstlinie, Kombination mit Nivolumab)",https://www.g-ba.de/downloads/40-268-5937/2019-08-15_AM-RL-XII_Ipilimumab_D-440_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5937/2019-08-15_AM-RL-XII_Ipilimumab_D-440_TrG_EN.pdf,onkologische Erkrankungen
"Isatuximab (Multiples Myelom, mind. 1 Vortherapie, Kombination mit Carfilzomib und Dexamethason)",https://www.g-ba.de/downloads/40-268-8002/2021-11-04_AM-RL-XII_Isatuximab_nAWG_D-676_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8002/2021-11-04_AM-RL-XII_Isatuximab_D-676_TrG_EN.pdf,onkologische Erkrankungen
"Isatuximab (Multiples Myelom, mind. 2 Vortherapien, Kombination mit Pomalidomid und Dexamethason)",https://www.g-ba.de/downloads/40-268-7999/2021-11-04_AM-RL-XII_Isatuximab_D-675_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7999/2021-11-04_AM-RL-XII_Isatuximab_D-675_TrG_EN.pdf,onkologische Erkrankungen
"Isavuconazol (Aspergillose, Mukormykose)",https://www.g-ba.de/downloads/40-268-3754/2016-05-04_AM-RL-XII_Isavuconazol_2015-11-15_D-192_TrG.pdf,,Infektionskrankheiten
Isofluran (Bekannter Wirkstoff mit neuem Unterlagenschutz: Sedierung mechanisch beatmeter Patienten während der Intensivtherapie),,,Sonstiges
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und Gating-Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor / Tezacaftor / Elexacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und RF-Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor / Tezacaftor / Elexacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und andere bzw. unbekannte Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor / Tezacaftor / Elexacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor/Tezacaftor/Elexacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und Gating-Mutation  (inkl. R117H))",https://www.g-ba.de/downloads/40-268-8036/2021-11-19_AM-RL-XII_Ivacaftor_D-686_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8036/2021-11-19_AM-RL-XII_Ivacaftor_D-686_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor/Tezacaftor/Elexacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und RF-Mutation))",https://www.g-ba.de/downloads/40-268-8035/2021-11-19_AM-RL-XII_Ivacaftor_D-688_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8035/2021-11-19_AM-RL-XII_Ivacaftor_D-688_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor/Tezacaftor/Elexacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und andere bzw. unbekannter Mutation))",https://www.g-ba.de/downloads/40-268-8033/2021-11-19_AM-RL-XII_Ivacaftor_D-690_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8033/2021-11-19_AM-RL-XII_Ivacaftor_D-690_TrG_EN.pdf,Stoffwechselkrankheiten
